Entity Name,Attribute Name,Attribute Data Type,Pseudonymization
assessmentPeriods,,,
,assessmentPeriodDescriptor,string,no-op
,beginDate,date,no-op
,endDate,date,no-op
assessmentPlatformTypes,,,
,platformTypeDescriptor,string,no-op
programReferences,,,
,educationOrganizationId,integer,no-op
,programName,string,no-op
,programTypeDescriptor,string,no-op
,link,struct,no-op
assessmentPrograms,,,
,programReference,struct,no-op
assessmentScores,,,
,assessmentReportingMethodDescriptor,string,no-op
,resultDatatypeTypeDescriptor,string,no-op
,maximumScore,string,no-op
,minimumScore,string,no-op
sectionReferences,,,
,localCourseCode,string,no-op
,schoolId,integer,hash
,schoolYear,integer,no-op
,sectionIdentifier,string,no-op
,sessionName,string,no-op
,link,struct,no-op
assessmentSections,,,
,localCourseCode,string,no-op
,schoolId,integer,hash
,sectionIdentifier,string,no-op
,sessionName,string,no-op
assessments,,,
,id,string,no-op
,academicSubjects,array,no-op
,assessmentIdentifier,string,no-op
,namespace,string,no-op
,educationOrganizationReference,struct,no-op
,adaptiveAssessment,boolean,no-op
,assessedGradeLevels,array,no-op
,assessmentCategoryDescriptor,string,no-op
,assessmentFamily,string,no-op
,assessmentForm,string,no-op
,assessmentTitle,string,no-op
,assessmentVersion,integer,no-op
,contentStandard,struct,no-op
,identificationCodes,array,no-op
,languages,array,no-op
,maxRawScore,decimal,no-op
,nomenclature,string,no-op
,performanceLevels,array,no-op
,period,struct,no-op
,platformTypes,array,no-op
,programs,array,no-op
,revisionDate,date,no-op
,scores,array,no-op
,sections,array,no-op
,_etag,string,no-op
assessmentReferences,,,
,assessmentIdentifier,string,no-op
,namespace,string,no-op
,link,struct,no-op
learningStandardReferences,,,
,learningStandardId,string,no-op
,link,struct,no-op
assessmentItemLearningStandards,,,
,learningStandardReference,struct,no-op
assessmentItemPossibleResponses,,,
,responseValue,string,no-op
,correctResponse,boolean,no-op
,responseDescription,string,no-op
assessmentItems,,,
,id,string,no-op
,identificationCode,string,no-op
,assessmentReference,struct,no-op
,assessmentItemCategoryDescriptor,string,no-op
,assessmentItemURI,string,no-op
,correctResponse,string,no-op
,expectedTimeAssessed,string,no-op
,itemText,string,no-op
,learningStandards,array,no-op
,maxRawScore,decimal,no-op
,nomenclature,string,no-op
,possibleResponses,array,no-op
,_etag,string,no-op
assessmentItemReferences,,,
,assessmentIdentifier,string,no-op
,identificationCode,string,no-op
,namespace,string,no-op
,link,struct,no-op
assessmentScoreRangeLearningStandardLearningStandards,,,
,learningStandardReference,struct,no-op
objectiveAssessmentReferences,,,
,assessmentIdentifier,string,no-op
,identificationCode,string,no-op
,namespace,string,no-op
,link,struct,no-op
assessmentScoreRangeLearningStandards,,,
,id,string,no-op
,learningStandards,array,no-op
,scoreRangeId,string,no-op
,assessmentReference,struct,no-op
,objectiveAssessmentReference,struct,no-op
,assessmentReportingMethodDescriptor,string,no-op
,maximumScore,string,no-op
,minimumScore,string,no-op
,_etag,string,no-op
classPeriodReferences,,,
,classPeriodName,string,no-op
,schoolId,integer,no-op
,link,struct,no-op
bellScheduleClassPeriods,,,
,classPeriodReference,struct,no-op
bellScheduleDates,,,
,date,date,no-op
bellScheduleGradeLevels,,,
,gradeLevelDescriptor,string,no-op
bellSchedules,,,
,id,string,no-op
,bellScheduleName,string,no-op
,classPeriods,array,no-op
,schoolId,integer,no-op
,alternateDayName,string,no-op
,dates,array,no-op
,endTime,string,no-op
,gradeLevels,array,no-op
,startTime,string,no-op
,totalInstructionalTime,integer,no-op
,_etag,string,no-op
budgets,,,
,id,string,no-op
,asOfDate,date,no-op
,accountReference,struct,no-op
,amount,decimal,no-op
,_etag,string,no-op
calendarGradeLevels,,,
,gradeLevelDescriptor,string,no-op
calendars,,,
,id,string,no-op
,calendarCode,string,no-op
,schoolId,integer,no-op
,schoolYearTypeReference,struct,no-op
,calendarTypeDescriptor,string,no-op
,gradeLevels,array,no-op
,_etag,string,no-op
calendarDateCalendarEvents,,,
,calendarEventDescriptor,string,no-op
calendarReferences,,,
,calendarCode,string,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,link,struct,no-op
calendarDates,,,
,id,string,no-op
,calendarEvents,array,no-op
,date,date,no-op
,calendarReference,struct,no-op
,_etag,string,no-op
calendarDateReferences,,,
,calendarCode,string,no-op
,date,date,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,link,struct,no-op
classPeriodMeetingTimes,,,
,endTime,string,no-op
,startTime,string,no-op
classPeriods,,,
,id,string,no-op
,classPeriodName,string,no-op
,schoolId,integer,no-op
,meetingTimes,array,no-op
,officialAttendancePeriod,boolean,no-op
,_etag,string,no-op
cohortPrograms,,,
,programReference,struct,no-op
cohorts,,,
,id,string,no-op
,cohortIdentifier,string,no-op
,educationOrganizationReference,struct,no-op
,academicSubjectDescriptor,string,no-op
,cohortDescription,string,no-op
,cohortScopeDescriptor,string,no-op
,cohortTypeDescriptor,string,no-op
,programs,array,no-op
,_etag,string,no-op
cohortReferences,,,
,cohortIdentifier,string,no-op
,educationOrganizationId,integer,no-op
,link,struct,no-op
educationOrganizationCategories,,,
,educationOrganizationCategoryDescriptor,string,no-op
educationOrganizationAddressPeriods,,,
,beginDate,date,no-op
,endDate,date,no-op
educationOrganizationAddresses,,,
,addressTypeDescriptor,string,no-op
,stateAbbreviationDescriptor,string,no-op
,city,string,no-op
,postalCode,string,no-op
,streetNumberName,string,no-op
,localeDescriptor,string,no-op
,apartmentRoomSuiteNumber,string,no-op
,buildingSiteNumber,string,no-op
,congressionalDistrict,string,no-op
,countyFIPSCode,string,no-op
,doNotPublishIndicator,boolean,no-op
,latitude,string,no-op
,longitude,string,no-op
,nameOfCounty,string,no-op
,periods,array,no-op
educationOrganizationIdentificationCodes,,,
,educationOrganizationIdentificationSystemDescriptor,string,no-op
,identificationCode,string,no-op
educationOrganizationIndicatorPeriods,,,
,beginDate,date,no-op
,endDate,date,no-op
educationOrganizationIndicators,,,
,indicatorDescriptor,string,no-op
,indicatorGroupDescriptor,string,no-op
,indicatorLevelDescriptor,string,no-op
,designatedBy,string,no-op
,indicatorValue,string,no-op
,periods,array,no-op
educationOrganizationInstitutionTelephones,,,
,institutionTelephoneNumberTypeDescriptor,string,no-op
,telephoneNumber,string,no-op
educationOrganizationInternationalAddresses,,,
,addressTypeDescriptor,string,no-op
,countryDescriptor,string,no-op
,addressLine1,string,no-op
,addressLine2,string,no-op
,addressLine3,string,no-op
,addressLine4,string,no-op
,beginDate,date,no-op
,endDate,date,no-op
,latitude,string,no-op
,longitude,string,no-op
communityOrganizations,,,
,id,string,no-op
,categories,array,no-op
,communityOrganizationId,integer,no-op
,addresses,array,no-op
,identificationCodes,array,no-op
,indicators,array,no-op
,institutionTelephones,array,no-op
,internationalAddresses,array,no-op
,nameOfInstitution,string,no-op
,operationalStatusDescriptor,string,no-op
,shortNameOfInstitution,string,no-op
,webSite,string,no-op
,_etag,string,no-op
communityOrganizationReferences,,,
,communityOrganizationId,integer,no-op
,link,struct,no-op
communityProviders,,,
,id,string,no-op
,categories,array,no-op
,communityProviderId,integer,no-op
,communityOrganizationReference,struct,no-op
,addresses,array,no-op
,identificationCodes,array,no-op
,indicators,array,no-op
,institutionTelephones,array,no-op
,internationalAddresses,array,no-op
,licenseExemptIndicator,boolean,no-op
,nameOfInstitution,string,no-op
,operationalStatusDescriptor,string,no-op
,providerCategoryDescriptor,string,no-op
,providerProfitabilityDescriptor,string,no-op
,providerStatusDescriptor,string,no-op
,schoolIndicator,boolean,no-op
,shortNameOfInstitution,string,no-op
,webSite,string,no-op
,_etag,string,no-op
communityProviderReferences,,,
,communityProviderId,integer,no-op
,link,struct,no-op
communityProviderLicenses,,,
,id,string,no-op
,licenseIdentifier,string,no-op
,licensingOrganization,string,no-op
,communityProviderReference,struct,no-op
,authorizedFacilityCapacity,integer,no-op
,licenseEffectiveDate,date,no-op
,licenseExpirationDate,date,no-op
,licenseIssueDate,date,no-op
,licenseStatusDescriptor,string,no-op
,licenseTypeDescriptor,string,no-op
,oldestAgeAuthorizedToServe,integer,no-op
,youngestAgeAuthorizedToServe,integer,no-op
,_etag,string,no-op
competencyObjectives,,,
,id,string,no-op
,objective,string,no-op
,objectiveGradeLevelDescriptor,string,no-op
,educationOrganizationReference,struct,no-op
,competencyObjectiveId,string,no-op
,description,string,no-op
,successCriteria,string,no-op
,_etag,string,no-op
competencyObjectiveReferences,,,
,educationOrganizationId,integer,no-op
,objective,string,no-op
,objectiveGradeLevelDescriptor,string,no-op
,link,struct,no-op
staffReferences,,,
,staffUniqueId,string,no-op
,link,struct,no-op
contractedStaffs,,,
,id,string,no-op
,asOfDate,date,no-op
,accountReference,struct,no-op
,staffUniqueId,string,no-op
,amountToDate,decimal,no-op
,_etag,string,no-op
courseIdentificationCodes,,,
,courseIdentificationSystemDescriptor,string,no-op
,assigningOrganizationIdentificationCode,string,no-op
,courseCatalogURL,string,no-op
,identificationCode,string,no-op
courseCompetencyLevels,,,
,competencyLevelDescriptor,string,no-op
learningObjectiveReferences,,,
,learningObjectiveId,string,no-op
,namespace,string,no-op
,link,struct,no-op
courseLearningObjectives,,,
,learningObjectiveReference,struct,no-op
courseLearningStandards,,,
,learningStandardReference,struct,no-op
courseLevelCharacteristics,,,
,courseLevelCharacteristicDescriptor,string,no-op
courseOfferedGradeLevels,,,
,gradeLevelDescriptor,string,no-op
courses,,,
,id,string,no-op
,courseCode,string,hash
,identificationCodes,array,no-op
,educationOrganizationId,integer,hash
,academicSubjectDescriptor,string,no-op
,careerPathwayDescriptor,string,no-op
,competencyLevels,array,no-op
,courseDefinedByDescriptor,string,no-op
,courseDescription,string,no-op
,courseGPAApplicabilityDescriptor,string,no-op
,courseTitle,string,no-op
,dateCourseAdopted,date,no-op
,highSchoolCourseRequirement,boolean,no-op
,learningObjectives,array,no-op
,learningStandards,array,no-op
,levelCharacteristics,array,no-op
,maxCompletionsForCredit,integer,no-op
,maximumAvailableCreditConversion,decimal,no-op
,maximumAvailableCredits,decimal,no-op
,maximumAvailableCreditTypeDescriptor,string,no-op
,minimumAvailableCreditConversion,decimal,no-op
,minimumAvailableCredits,decimal,no-op
,minimumAvailableCreditTypeDescriptor,string,no-op
,numberOfParts,integer,no-op
,offeredGradeLevels,array,no-op
,timeRequiredForCompletion,integer,no-op
,_etag,string,no-op
courseReferences,,,
,courseCode,string,no-op
,educationOrganizationId,integer,hash
,link,struct,no-op
sessionReferences,,,
,schoolId,integer,no-op
,schoolYear,integer,no-op
,sessionName,string,no-op
,link,struct,no-op
courseOfferingCourseLevelCharacteristics,,,
,courseLevelCharacteristicDescriptor,string,no-op
courseOfferingCurriculumUseds,,,
,curriculumUsedDescriptor,string,no-op
courseOfferingOfferedGradeLevels,,,
,gradeLevelDescriptor,string,no-op
courseOfferings,,,
,id,string,no-op
,localCourseCode,string,no-op
,courseCode,string,no-op
,educationOrganizationId,integer,hash
,schoolId,integer,no-op
,sessionReference,struct,no-op
,courseLevelCharacteristics,array,no-op
,curriculumUseds,array,no-op
,instructionalTimePlanned,integer,no-op
,localCourseTitle,string,no-op
,offeredGradeLevels,array,no-op
,_etag,string,no-op
courseOfferingReferences,,,
,localCourseCode,string,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,sessionName,string,no-op
,link,struct,no-op
courseTranscriptAcademicSubjects,,,
,academicSubjectDescriptor,string,no-op
courseTranscriptAlternativeCourseIdentificationCodes,,,
,courseIdentificationSystemDescriptor,string,no-op
,assigningOrganizationIdentificationCode,string,no-op
,courseCatalogURL,string,no-op
,identificationCode,string,no-op
courseTranscriptCreditCategories,,,
,creditCategoryDescriptor,string,no-op
courseTranscriptEarnedAdditionalCreditses,,,
,additionalCreditTypeDescriptor,string,no-op
,credits,decimal,no-op
courseTranscriptPartialCourseTranscriptAwardses,,,
,awardDate,date,no-op
,methodCreditEarnedDescriptor,string,no-op
,earnedCredits,decimal,no-op
,letterGradeEarned,string,no-op
,numericGradeEarned,string,no-op
courseTranscripts,,,
,id,string,no-op
,courseAttemptResultDescriptor,string,no-op
,courseCode,string,no-op
,educationOrganizationId,integer,hash
,externalEducationOrganizationReference,struct,no-op
,studentAcademicRecordReference,struct,no-op
,academicSubjects,array,no-op
,alternativeCourseCode,string,no-op
,alternativeCourseIdentificationCodes,array,no-op
,alternativeCourseTitle,string,no-op
,assigningOrganizationIdentificationCode,string,no-op
,attemptedCreditConversion,decimal,no-op
,attemptedCredits,decimal,no-op
,attemptedCreditTypeDescriptor,string,no-op
,courseCatalogURL,string,no-op
,courseRepeatCodeDescriptor,string,no-op
,courseTitle,string,no-op
,creditCategories,array,no-op
,earnedAdditionalCredits,array,no-op
,earnedCreditConversion,decimal,no-op
,earnedCredits,decimal,no-op
,earnedCreditTypeDescriptor,string,no-op
,externalEducationOrganizationNameOfInstitution,string,no-op
,finalLetterGradeEarned,string,no-op
,finalNumericGradeEarned,decimal,no-op
,methodCreditEarnedDescriptor,string,no-op
,partialCourseTranscriptAwards,array,no-op
,whenTakenGradeLevelDescriptor,string,no-op
,_etag,string,no-op
credentialAcademicSubjects,,,
,academicSubjectDescriptor,string,no-op
credentialEndorsements,,,
,credentialEndorsement,string,no-op
credentialGradeLevels,,,
,gradeLevelDescriptor,string,no-op
credentials,,,
,id,string,no-op
,credentialIdentifier,string,no-op
,stateOfIssueStateAbbreviationDescriptor,string,no-op
,academicSubjects,array,no-op
,credentialFieldDescriptor,string,no-op
,credentialTypeDescriptor,string,no-op
,effectiveDate,date,no-op
,endorsements,array,no-op
,expirationDate,date,no-op
,gradeLevels,array,no-op
,issuanceDate,date,no-op
,namespace,string,no-op
,teachingCredentialBasisDescriptor,string,no-op
,teachingCredentialDescriptor,string,no-op
,_etag,string,no-op
,_ext,struct,no-op
credentialReferences,,,
,credentialIdentifier,string,no-op
,stateOfIssueStateAbbreviationDescriptor,string,no-op
,link,struct,no-op
disciplineActionDisciplines,,,
,disciplineDescriptor,string,no-op
studentDisciplineIncidentAssociationReferences,,,
,incidentIdentifier,string,no-op
,schoolId,integer,no-op
,studentUniqueId,string,no-op
,link,struct,no-op
disciplineActionStudentDisciplineIncidentAssociations,,,
,studentDisciplineIncidentAssociationReference,struct,no-op
studentReferences,,,
,studentUniqueId,string,hash
,link,struct,no-op
disciplineActionStaffs,,,
,staffUniqueId,string,no-op
studentDisciplineIncidentBehaviorAssociationReferences,,,
,behaviorDescriptor,string,no-op
,incidentIdentifier,string,no-op
,schoolId,integer,no-op
,studentUniqueId,string,no-op
,link,struct,no-op
disciplineActionStudentDisciplineIncidentBehaviorAssociations,,,
,studentDisciplineIncidentBehaviorAssociationReference,struct,no-op
disciplineActions,,,
,id,string,no-op
,disciplineActionIdentifier,string,no-op
,disciplineDate,date,no-op
,disciplines,array,no-op
,studentDisciplineIncidentAssociations,array,no-op
,schoolId,integer,no-op
,schoolId,integer,no-op
,studentUniqueId,string,hash
,actualDisciplineActionLength,decimal,no-op
,disciplineActionLength,decimal,no-op
,disciplineActionLengthDifferenceReasonDescriptor,string,no-op
,iepPlacementMeetingIndicator,boolean,no-op
,receivedEducationServicesDuringExpulsion,boolean,no-op
,relatedToZeroTolerancePolicy,boolean,no-op
,staffs,array,no-op
,studentDisciplineIncidentBehaviorAssociations,array,no-op
,_etag,string,no-op
disciplineIncidentBehaviors,,,
,behaviorDescriptor,string,no-op
,behaviorDetailedDescription,string,no-op
disciplineIncidentExternalParticipants,,,
,disciplineIncidentParticipationCodeDescriptor,string,no-op
,firstName,string,no-op
,lastSurname,string,no-op
disciplineIncidentWeapons,,,
,weaponDescriptor,string,no-op
disciplineIncidents,,,
,id,string,no-op
,incidentIdentifier,string,no-op
,schoolId,integer,no-op
,staffUniqueId,string,no-op
,behaviors,array,no-op
,caseNumber,string,no-op
,externalParticipants,array,no-op
,incidentCost,decimal,no-op
,incidentDate,date,no-op
,incidentDescription,string,no-op
,incidentLocationDescriptor,string,no-op
,incidentTime,string,no-op
,reportedToLawEnforcement,boolean,no-op
,reporterDescriptionDescriptor,string,no-op
,reporterName,string,no-op
,weapons,array,no-op
,_etag,string,no-op
disciplineIncidentReferences,,,
,incidentIdentifier,string,no-op
,schoolId,integer,no-op
,link,struct,no-op
educationContentAppropriateGradeLevels,,,
,gradeLevelDescriptor,string,no-op
educationContentAppropriateSexes,,,
,sexDescriptor,string,no-op
educationContentAuthors,,,
,author,string,no-op
educationContentReferences,,,
,contentIdentifier,string,no-op
,link,struct,no-op
educationContentDerivativeSourceEducationContents,,,
,derivativeSourceEducationContentReference,struct,no-op
educationContentDerivativeSourceLearningResourceMetadataURIs,,,
,derivativeSourceLearningResourceMetadataURI,string,no-op
educationContentDerivativeSourceURIs,,,
,derivativeSourceURI,string,no-op
educationContentLanguages,,,
,languageDescriptor,string,no-op
educationContents,,,
,id,string,no-op
,contentIdentifier,string,no-op
,learningStandardReference,struct,no-op
,additionalAuthorsIndicator,boolean,no-op
,appropriateGradeLevels,array,no-op
,appropriateSexes,array,no-op
,authors,array,no-op
,contentClassDescriptor,string,no-op
,cost,decimal,no-op
,costRateDescriptor,string,no-op
,derivativeSourceEducationContents,array,no-op
,derivativeSourceLearningResourceMetadataURIs,array,no-op
,derivativeSourceURIs,array,no-op
,description,string,no-op
,interactivityStyleDescriptor,string,no-op
,languages,array,no-op
,learningResourceMetadataURI,string,no-op
,namespace,string,no-op
,publicationDate,date,no-op
,publicationYear,integer,no-op
,publisher,string,no-op
,shortDescription,string,no-op
,timeRequired,string,no-op
,useRightsURL,string,no-op
,version,string,no-op
,_etag,string,no-op
interventionPrescriptionReferences,,,
,educationOrganizationId,integer,no-op
,interventionPrescriptionIdentificationCode,string,no-op
,link,struct,no-op
educationOrganizationInterventionPrescriptionAssociations,,,
,id,string,no-op
,educationOrganizationReference,struct,no-op
,interventionPrescriptionReference,struct,no-op
,beginDate,date,no-op
,endDate,date,no-op
,_etag,string,no-op
educationOrganizationNetworks,,,
,id,string,no-op
,categories,array,no-op
,educationOrganizationNetworkId,integer,no-op
,addresses,array,no-op
,identificationCodes,array,no-op
,indicators,array,no-op
,institutionTelephones,array,no-op
,internationalAddresses,array,no-op
,nameOfInstitution,string,no-op
,networkPurposeDescriptor,string,no-op
,operationalStatusDescriptor,string,no-op
,shortNameOfInstitution,string,no-op
,webSite,string,no-op
,_etag,string,no-op
educationOrganizationNetworkReferences,,,
,educationOrganizationNetworkId,integer,no-op
,link,struct,no-op
educationOrganizationNetworkAssociations,,,
,id,string,no-op
,educationOrganizationNetworkReference,struct,no-op
,memberEducationOrganizationReference,struct,no-op
,beginDate,date,no-op
,endDate,date,no-op
,_etag,string,no-op
educationOrganizationPeerAssociations,,,
,id,string,no-op
,educationOrganizationReference,struct,no-op
,peerEducationOrganizationReference,struct,no-op
,_etag,string,no-op
stateEducationAgencyReferences,,,
,stateEducationAgencyId,integer,no-op
,link,struct,no-op
educationServiceCenters,,,
,id,string,no-op
,categories,array,no-op
,educationServiceCenterId,integer,no-op
,stateEducationAgencyReference,struct,no-op
,addresses,array,no-op
,identificationCodes,array,no-op
,indicators,array,no-op
,institutionTelephones,array,no-op
,internationalAddresses,array,no-op
,nameOfInstitution,string,no-op
,operationalStatusDescriptor,string,no-op
,shortNameOfInstitution,string,no-op
,webSite,string,no-op
,_etag,string,no-op
educationServiceCenterReferences,,,
,educationServiceCenterId,integer,no-op
,link,struct,no-op
feederSchoolAssociations,,,
,id,string,no-op
,beginDate,date,no-op
,schoolId,integer,no-op
,schoolId,integer,no-op
,endDate,date,no-op
,feederRelationshipDescription,string,no-op
,_etag,string,no-op
generalStudentProgramAssociationParticipationStatuses,,,
,participationStatusDescriptor,string,no-op
,designatedBy,string,no-op
,statusBeginDate,date,no-op
,statusEndDate,date,no-op
generalStudentProgramAssociationProgramParticipationStatuses,,,
,participationStatusDescriptor,string,no-op
,statusBeginDate,date,no-op
,designatedBy,string,no-op
,statusEndDate,date,no-op
generalStudentProgramAssociationReferences,,,
,beginDate,date,no-op
,educationOrganizationId,integer,no-op
,programEducationOrganizationId,integer,no-op
,programName,string,no-op
,programTypeDescriptor,string,no-op
,studentUniqueId,string,no-op
,link,struct,no-op
gradingPeriodReferences,,,
,gradingPeriodDescriptor,string,no-op
,periodSequence,integer,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,link,struct,no-op
studentSectionAssociationReferences,,,
,beginDate,date,no-op
,localCourseCode,string,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,sectionIdentifier,string,no-op
,sessionName,string,no-op
,studentUniqueId,string,no-op
,link,struct,no-op
gradeLearningStandardGrades,,,
,performanceBaseConversionDescriptor,string,no-op
,diagnosticStatement,string,no-op
,letterGradeEarned,string,no-op
,numericGradeEarned,decimal,no-op
,learningStandardReference,struct,no-op
grades,,,
,id,string,no-op
,gradeTypeDescriptor,string,no-op
,gradingPeriodReference,struct,no-op
,studentSectionAssociationReference,struct,no-op
,diagnosticStatement,string,no-op
,learningStandardGrades,array,no-op
,letterGradeEarned,string,no-op
,numericGradeEarned,decimal,no-op
,performanceBaseConversionDescriptor,string,no-op
,_etag,string,no-op
gradebookEntryLearningObjectives,,,
,learningObjectiveReference,struct,no-op
gradebookEntryLearningStandards,,,
,learningStandardReference,struct,no-op
gradebookEntries,,,
,id,string,no-op
,dateAssigned,date,no-op
,gradebookEntryTitle,string,no-op
,gradingPeriodReference,struct,no-op
,localCourseCode,string,no-op
,schoolId,integer,hash
,sectionIdentifier,string,no-op
,sessionName,string,no-op
,description,string,no-op
,dueDate,date,no-op
,gradebookEntryTypeDescriptor,string,no-op
,learningObjectives,array,no-op
,learningStandards,array,no-op
,_etag,string,no-op
gradebookEntryReferences,,,
,dateAssigned,date,no-op
,gradebookEntryTitle,string,no-op
,localCourseCode,string,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,sectionIdentifier,string,no-op
,sessionName,string,no-op
,link,struct,no-op
gradeReferences,,,
,beginDate,date,no-op
,gradeTypeDescriptor,string,no-op
,gradingPeriodDescriptor,string,no-op
,gradingPeriodSchoolYear,integer,no-op
,gradingPeriodSequence,integer,no-op
,localCourseCode,string,no-op
,schoolId,integer,no-op
,schoolYear,integer,no-op
,sectionIdentifier,string,no-op
,sessionName,string,no-op
,studentUniqueId,string,no-op
,link,struct,no-op
gradingPeriods,,,
,id,string,no-op
,gradingPeriodDescriptor,string,no-op
,periodSequence,integer,no-op
,schoolId,integer,no-op
,schoolYearTypeReference,struct,no-op
,beginDate,date,no-op
,endDate,date,no-op
,totalInstructionalDays,integer,no-op
,_etag,string,no-op
graduationPlanCreditsByCourseCourses,,,
,courseCode,string,no-op
,educationOrganizationId,integer,hash
graduationPlanCreditsByCourses,,,
,courseSetName,string,no-op
,creditTypeDescriptor,string,no-op
,whenTakenGradeLevelDescriptor,string,no-op
,creditConversion,decimal,no-op
,credits,decimal,no-op
,courses,array,no-op
graduationPlanCreditsByCreditCategories,,,
,creditCategoryDescriptor,string,no-op
,creditTypeDescriptor,string,no-op
,creditConversion,decimal,no-op
,credits,decimal,no-op
graduationPlanCreditsBySubjects,,,
,academicSubjectDescriptor,string,no-op
,creditTypeDescriptor,string,no-op
,creditConversion,decimal,no-op
,credits,decimal,no-op
graduationPlanRequiredAssessmentScores,,,
,assessmentReportingMethodDescriptor,string,no-op
,resultDatatypeTypeDescriptor,string,no-op
,maximumScore,string,no-op
,minimumScore,string,no-op
graduationPlanRequiredAssessmentPerformanceLevels,,,
,assessmentReportingMethodDescriptor,string,no-op
,performanceLevelDescriptor,string,no-op
,resultDatatypeTypeDescriptor,string,no-op
,maximumScore,string,no-op
,minimumScore,string,no-op
graduationPlanRequiredAssessments,,,
,assessmentReference,struct,no-op
,scores,array,no-op
,performanceLevel,struct,no-op
graduationPlans,,,
,id,string,no-op
,graduationPlanTypeDescriptor,string,no-op
,educationOrganizationReference,struct,no-op
,graduationSchoolYearTypeReference,struct,no-op
,creditsByCourses,array,no-op
,creditsByCreditCategories,array,no-op
,creditsBySubjects,array,no-op
,individualPlan,boolean,no-op
,requiredAssessments,array,no-op
,totalRequiredCreditConversion,decimal,no-op
,totalRequiredCredits,decimal,no-op
,totalRequiredCreditTypeDescriptor,string,no-op
