table_name,column_name,type,format,maxLength,x-Ed-Fi-isIdentity,items,$ref
gradingPeriodReference,periodSequence,integer,int32,,FALSE,,
gradingPeriodReference,schoolId,integer,int32,,FALSE,,
gradingPeriodReference,schoolYear,integer,int32,,FALSE,,
gradingPeriodReference,link,,,,FALSE,,#/definitions/link
graduationPlan,id,string,,,FALSE,,
graduationPlan,graduationPlanTypeDescriptor,string,,306,TRUE,,
graduationPlan,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
graduationPlan,graduationSchoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference::schoolYear
graduationPlan,creditsByCourses,array,,,FALSE,{$ref=#/definitions/graduationPlanCreditsByCourse},
graduationPlan,creditsByCreditCategories,array,,,FALSE,{$ref=#/definitions/graduationPlanCreditsByCreditCategory},
graduationPlan,creditsBySubjects,array,,,FALSE,{$ref=#/definitions/graduationPlanCreditsBySubject},
graduationPlan,individualPlan,boolean,,,FALSE,,
graduationPlan,requiredAssessments,array,,,FALSE,{$ref=#/definitions/graduationPlanRequiredAssessment},
graduationPlan,totalRequiredCreditConversion,number,double,,FALSE,,
graduationPlan,totalRequiredCredits,number,double,,FALSE,,
graduationPlan,totalRequiredCreditTypeDescriptor,string,,306,FALSE,,
graduationPlan,_etag,string,,,FALSE,,
graduationPlanCreditsByCourse,courseSetName,string,,120,TRUE,,
graduationPlanCreditsByCourse,creditTypeDescriptor,string,,306,FALSE,,
graduationPlanCreditsByCourse,whenTakenGradeLevelDescriptor,string,,306,FALSE,,
graduationPlanCreditsByCourse,creditConversion,number,double,,FALSE,,
graduationPlanCreditsByCourse,credits,number,double,,FALSE,,
graduationPlanCreditsByCourse,courses,array,,,FALSE,{$ref=#/definitions/graduationPlanCreditsByCourseCourse},
graduationPlanCreditsByCourseCourse,courseReference,,,,FALSE,,#/definitions/courseReference
graduationPlanCreditsByCreditCategory,creditCategoryDescriptor,string,,306,TRUE,,
graduationPlanCreditsByCreditCategory,creditTypeDescriptor,string,,306,FALSE,,
graduationPlanCreditsByCreditCategory,creditConversion,number,double,,FALSE,,
graduationPlanCreditsByCreditCategory,credits,number,double,,FALSE,,
graduationPlanCreditsBySubject,academicSubjectDescriptor,string,,306,TRUE,,
graduationPlanCreditsBySubject,creditTypeDescriptor,string,,306,FALSE,,
graduationPlanCreditsBySubject,creditConversion,number,double,,FALSE,,
graduationPlanCreditsBySubject,credits,number,double,,FALSE,,
graduationPlanReference,educationOrganizationId,integer,int32,,FALSE,,
graduationPlanReference,graduationPlanTypeDescriptor,string,,306,FALSE,,
graduationPlanReference,graduationSchoolYear,integer,int32,,FALSE,,
graduationPlanReference,link,,,,FALSE,,#/definitions/link
graduationPlanRequiredAssessment,assessmentReference,,,,FALSE,,#/definitions/assessmentReference::assessmentIdentifier:namespace
graduationPlanRequiredAssessment,scores,array,,,FALSE,{$ref=#/definitions/graduationPlanRequiredAssessmentScore},
graduationPlanRequiredAssessment,performanceLevel,,,,FALSE,,#/definitions/graduationPlanRequiredAssessmentPerformanceLevel
graduationPlanRequiredAssessmentPerformanceLevel,assessmentReportingMethodDescriptor,string,,306,FALSE,,
graduationPlanRequiredAssessmentPerformanceLevel,performanceLevelDescriptor,string,,306,FALSE,,
graduationPlanRequiredAssessmentPerformanceLevel,resultDatatypeTypeDescriptor,string,,306,FALSE,,
graduationPlanRequiredAssessmentPerformanceLevel,maximumScore,string,,35,FALSE,,
graduationPlanRequiredAssessmentPerformanceLevel,minimumScore,string,,35,FALSE,,
graduationPlanRequiredAssessmentScore,assessmentReportingMethodDescriptor,string,,306,TRUE,,
graduationPlanRequiredAssessmentScore,resultDatatypeTypeDescriptor,string,,306,FALSE,,
graduationPlanRequiredAssessmentScore,maximumScore,string,,35,FALSE,,
graduationPlanRequiredAssessmentScore,minimumScore,string,,35,FALSE,,
intervention,id,string,,,FALSE,,
intervention,interventionIdentificationCode,string,,60,TRUE,,
intervention,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
intervention,appropriateGradeLevels,array,,,FALSE,{$ref=#/definitions/interventionAppropriateGradeLevel},
intervention,appropriateSexes,array,,,FALSE,{$ref=#/definitions/interventionAppropriateSex},
intervention,beginDate,string,date,,FALSE,,
intervention,deliveryMethodDescriptor,string,,306,FALSE,,
intervention,diagnoses,array,,,FALSE,{$ref=#/definitions/interventionDiagnosis},
intervention,educationContents,array,,,FALSE,{$ref=#/definitions/interventionEducationContent},
intervention,endDate,string,date,,FALSE,,
intervention,interventionClassDescriptor,string,,306,FALSE,,
intervention,interventionPrescriptions,array,,,FALSE,{$ref=#/definitions/interventionInterventionPrescription},
intervention,learningResourceMetadataURIs,array,,,FALSE,{$ref=#/definitions/interventionLearningResourceMetadataURI},
intervention,maxDosage,integer,int32,,FALSE,,
intervention,meetingTimes,array,,,FALSE,{$ref=#/definitions/interventionMeetingTime},
intervention,minDosage,integer,int32,,FALSE,,
intervention,populationServeds,array,,,FALSE,{$ref=#/definitions/interventionPopulationServed},
intervention,staffs,array,,,FALSE,{$ref=#/definitions/interventionStaff},
intervention,uris,array,,,FALSE,{$ref=#/definitions/interventionURI},
intervention,_etag,string,,,FALSE,,
interventionAppropriateGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
interventionAppropriateSex,sexDescriptor,string,,306,TRUE,,
interventionDiagnosis,diagnosisDescriptor,string,,306,TRUE,,
interventionEducationContent,educationContentReference,,,,FALSE,,#/definitions/educationContentReference
interventionInterventionPrescription,interventionPrescriptionReference,,,,FALSE,,#/definitions/interventionPrescriptionReference
interventionLearningResourceMetadataURI,learningResourceMetadataURI,string,,255,TRUE,,
interventionMeetingTime,endTime,string,,,TRUE,,
interventionMeetingTime,startTime,string,,,TRUE,,
interventionPopulationServed,populationServedDescriptor,string,,306,TRUE,,
interventionPrescription,id,string,,,FALSE,,
interventionPrescription,interventionPrescriptionIdentificationCode,string,,60,TRUE,,
interventionPrescription,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
interventionPrescription,appropriateGradeLevels,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionAppropriateGradeLevel},
interventionPrescription,appropriateSexes,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionAppropriateSex},
interventionPrescription,deliveryMethodDescriptor,string,,306,FALSE,,
interventionPrescription,diagnoses,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionDiagnosis},
interventionPrescription,educationContents,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionEducationContent},
interventionPrescription,interventionClassDescriptor,string,,306,FALSE,,
interventionPrescription,learningResourceMetadataURIs,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionLearningResourceMetadataURI},
interventionPrescription,maxDosage,integer,int32,,FALSE,,
interventionPrescription,minDosage,integer,int32,,FALSE,,
interventionPrescription,populationServeds,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionPopulationServed},
interventionPrescription,uris,array,,,FALSE,{$ref=#/definitions/interventionPrescriptionURI},
interventionPrescription,_etag,string,,,FALSE,,
interventionPrescriptionAppropriateGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
interventionPrescriptionAppropriateSex,sexDescriptor,string,,306,TRUE,,
interventionPrescriptionDiagnosis,diagnosisDescriptor,string,,306,TRUE,,
interventionPrescriptionEducationContent,educationContentReference,,,,FALSE,,#/definitions/educationContentReference::contentIdentifier
interventionPrescriptionLearningResourceMetadataURI,learningResourceMetadataURI,string,,255,TRUE,,
interventionPrescriptionPopulationServed,populationServedDescriptor,string,,306,TRUE,,
interventionPrescriptionReference,educationOrganizationId,integer,int32,,FALSE,,
interventionPrescriptionReference,interventionPrescriptionIdentificationCode,string,,60,FALSE,,
interventionPrescriptionReference,link,,,,FALSE,,#/definitions/link
interventionPrescriptionURI,uri,string,,255,TRUE,,
interventionReference,educationOrganizationId,integer,int32,,FALSE,,
interventionReference,interventionIdentificationCode,string,,60,FALSE,,
interventionReference,link,,,,FALSE,,#/definitions/link
interventionStaff,staffReference,,,,FALSE,,#/definitions/staffReference
interventionStudy,id,string,,,FALSE,,
interventionStudy,interventionStudyIdentificationCode,string,,60,TRUE,,
interventionStudy,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
interventionStudy,interventionPrescriptionReference,,,,FALSE,,#/definitions/interventionPrescriptionReference::interventionPrescriptionIdentificationCode
interventionStudy,appropriateGradeLevels,array,,,FALSE,{$ref=#/definitions/interventionStudyAppropriateGradeLevel},
interventionStudy,appropriateSexes,array,,,FALSE,{$ref=#/definitions/interventionStudyAppropriateSex},
interventionStudy,deliveryMethodDescriptor,string,,306,FALSE,,
interventionStudy,educationContents,array,,,FALSE,{$ref=#/definitions/interventionStudyEducationContent},
interventionStudy,interventionClassDescriptor,string,,306,FALSE,,
interventionStudy,interventionEffectivenesses,array,,,FALSE,{$ref=#/definitions/interventionStudyInterventionEffectiveness},
interventionStudy,learningResourceMetadataURIs,array,,,FALSE,{$ref=#/definitions/interventionStudyLearningResourceMetadataURI},
interventionStudy,participants,integer,int32,,FALSE,,
interventionStudy,populationServeds,array,,,FALSE,{$ref=#/definitions/interventionStudyPopulationServed},
interventionStudy,stateAbbreviations,array,,,FALSE,{$ref=#/definitions/interventionStudyStateAbbreviation},
interventionStudy,uris,array,,,FALSE,{$ref=#/definitions/interventionStudyURI},
interventionStudy,_etag,string,,,FALSE,,
interventionStudyAppropriateGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
interventionStudyAppropriateSex,sexDescriptor,string,,306,TRUE,,
interventionStudyEducationContent,educationContentReference,,,,FALSE,,#/definitions/educationContentReference::contentIdentifier
interventionStudyInterventionEffectiveness,diagnosisDescriptor,string,,306,TRUE,,
interventionStudyInterventionEffectiveness,gradeLevelDescriptor,string,,306,TRUE,,
interventionStudyInterventionEffectiveness,populationServedDescriptor,string,,306,TRUE,,
interventionStudyInterventionEffectiveness,interventionEffectivenessRatingDescriptor,string,,306,FALSE,,
interventionStudyInterventionEffectiveness,improvementIndex,integer,int32,,FALSE,,
interventionStudyLearningResourceMetadataURI,learningResourceMetadataURI,string,,255,TRUE,,
interventionStudyPopulationServed,populationServedDescriptor,string,,306,TRUE,,
interventionStudyStateAbbreviation,stateAbbreviationDescriptor,string,,306,TRUE,,
interventionStudyURI,uri,string,,255,TRUE,,
interventionURI,uri,string,,255,TRUE,,
learningObjective,id,string,,,FALSE,,
learningObjective,academicSubjects,array,,,FALSE,{$ref=#/definitions/learningObjectiveAcademicSubject},
learningObjective,learningObjectiveId,string,,60,TRUE,,
learningObjective,namespace,string,,255,TRUE,,
learningObjective,parentLearningObjectiveReference,,,,FALSE,,#/definitions/learningObjectiveReference
learningObjective,contentStandard,,,,FALSE,,#/definitions/learningObjectiveContentStandard
learningObjective,description,string,,1024,FALSE,,
learningObjective,gradeLevels,array,,,FALSE,{$ref=#/definitions/learningObjectiveGradeLevel},
learningObjective,learningStandards,array,,,FALSE,{$ref=#/definitions/learningObjectiveLearningStandard},
learningObjective,nomenclature,string,,35,FALSE,,
learningObjective,objective,string,,60,FALSE,,
learningObjective,successCriteria,string,,150,FALSE,,
learningObjective,_etag,string,,,FALSE,,
learningObjectiveAcademicSubject,academicSubjectDescriptor,string,,306,TRUE,,
learningObjectiveContentStandard,publicationStatusDescriptor,string,,306,FALSE,,
learningObjectiveContentStandard,beginDate,string,date,,FALSE,,
learningObjectiveContentStandard,endDate,string,date,,FALSE,,
learningObjectiveContentStandard,publicationDate,string,date,,FALSE,,
learningObjectiveContentStandard,publicationYear,integer,int32,,FALSE,,
learningObjectiveContentStandard,title,string,,75,FALSE,,
learningObjectiveContentStandard,uri,string,,255,FALSE,,
learningObjectiveContentStandard,version,string,,50,FALSE,,
learningObjectiveContentStandard,mandatingEducationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
learningObjectiveContentStandard,authors,array,,,FALSE,{$ref=#/definitions/learningObjectiveContentStandardAuthor},
learningObjectiveContentStandardAuthor,author,string,,100,TRUE,,
learningObjectiveGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
learningObjectiveLearningStandard,learningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
learningObjectiveReference,learningObjectiveId,string,,60,FALSE,,
learningObjectiveReference,namespace,string,,255,FALSE,,
learningObjectiveReference,link,,,,FALSE,,#/definitions/link
learningStandard,id,string,,,FALSE,,
learningStandard,academicSubjects,array,,,FALSE,{$ref=#/definitions/learningStandardAcademicSubject},
learningStandard,gradeLevels,array,,,FALSE,{$ref=#/definitions/learningStandardGradeLevel},
learningStandard,learningStandardId,string,,60,TRUE,,
learningStandard,parentLearningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
learningStandard,contentStandard,,,,FALSE,,#/definitions/learningStandardContentStandard
learningStandard,courseTitle,string,,60,FALSE,,
learningStandard,description,string,,1024,FALSE,,
learningStandard,identificationCodes,array,,,FALSE,{$ref=#/definitions/learningStandardIdentificationCode},
learningStandard,learningStandardCategoryDescriptor,string,,306,FALSE,,
learningStandard,learningStandardItemCode,string,,60,FALSE,,
learningStandard,learningStandardScopeDescriptor,string,,306,FALSE,,
learningStandard,namespace,string,,255,FALSE,,
learningStandard,prerequisiteLearningStandards,array,,,FALSE,{$ref=#/definitions/learningStandardPrerequisiteLearningStandard},
learningStandard,successCriteria,string,,150,FALSE,,
learningStandard,uri,string,,255,FALSE,,
learningStandard,_etag,string,,,FALSE,,
learningStandardAcademicSubject,academicSubjectDescriptor,string,,306,TRUE,,
learningStandardContentStandard,publicationStatusDescriptor,string,,306,FALSE,,
learningStandardContentStandard,beginDate,string,date,,FALSE,,
learningStandardContentStandard,endDate,string,date,,FALSE,,
learningStandardContentStandard,publicationDate,string,date,,FALSE,,
learningStandardContentStandard,publicationYear,integer,int32,,FALSE,,
learningStandardContentStandard,title,string,,75,FALSE,,
learningStandardContentStandard,uri,string,,255,FALSE,,
learningStandardContentStandard,version,string,,50,FALSE,,
learningStandardContentStandard,mandatingEducationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
learningStandardContentStandard,authors,array,,,FALSE,{$ref=#/definitions/learningStandardContentStandardAuthor},
learningStandardContentStandardAuthor,author,string,,100,TRUE,,
learningStandardEquivalenceAssociation,id,string,,,FALSE,,
learningStandardEquivalenceAssociation,namespace,string,,255,TRUE,,
learningStandardEquivalenceAssociation,sourceLearningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
learningStandardEquivalenceAssociation,targetLearningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
learningStandardEquivalenceAssociation,effectiveDate,string,date,,FALSE,,
learningStandardEquivalenceAssociation,learningStandardEquivalenceStrengthDescription,string,,255,FALSE,,
learningStandardEquivalenceAssociation,learningStandardEquivalenceStrengthDescriptor,string,,306,FALSE,,
learningStandardEquivalenceAssociation,_etag,string,,,FALSE,,
learningStandardGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
learningStandardIdentificationCode,contentStandardName,string,,65,TRUE,,
learningStandardIdentificationCode,identificationCode,string,,60,TRUE,,
learningStandardPrerequisiteLearningStandard,prerequisiteLearningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
learningStandardReference,learningStandardId,string,,60,FALSE,,
learningStandardReference,link,,,,FALSE,,#/definitions/link
localEducationAgency,id,string,,,FALSE,,
localEducationAgency,categories,array,,,FALSE,{$ref=#/definitions/educationOrganizationCategory},
localEducationAgency,localEducationAgencyId,integer,int32,,TRUE,,
localEducationAgency,educationServiceCenterReference,,,,FALSE,,#/definitions/educationServiceCenterReference
localEducationAgency,parentLocalEducationAgencyReference,,,,FALSE,,#/definitions/localEducationAgencyReference
localEducationAgency,stateEducationAgencyReference,,,,FALSE,,#/definitions/stateEducationAgencyReference::stateEducationAgencyId
localEducationAgency,accountabilities,array,,,FALSE,{$ref=#/definitions/localEducationAgencyAccountability},
localEducationAgency,addresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationAddress},
localEducationAgency,charterStatusDescriptor,string,,306,FALSE,,
localEducationAgency,federalFunds,array,,,FALSE,{$ref=#/definitions/localEducationAgencyFederalFunds},
localEducationAgency,identificationCodes,array,,,FALSE,{$ref=#/definitions/educationOrganizationIdentificationCode},
localEducationAgency,indicators,array,,,FALSE,{$ref=#/definitions/educationOrganizationIndicator},
localEducationAgency,institutionTelephones,array,,,FALSE,{$ref=#/definitions/educationOrganizationInstitutionTelephone},
localEducationAgency,internationalAddresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationInternationalAddress},
localEducationAgency,localEducationAgencyCategoryDescriptor,string,,306,FALSE,,
localEducationAgency,nameOfInstitution,string,,75,FALSE,,
localEducationAgency,operationalStatusDescriptor,string,,306,FALSE,,
localEducationAgency,shortNameOfInstitution,string,,75,FALSE,,
localEducationAgency,webSite,string,,255,FALSE,,
localEducationAgency,_etag,string,,,FALSE,,
localEducationAgencyAccountability,gunFreeSchoolsActReportingStatusDescriptor,string,,306,FALSE,,
localEducationAgencyAccountability,schoolChoiceImplementStatusDescriptor,string,,306,FALSE,,
localEducationAgencyAccountability,schoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference::schoolYear
localEducationAgencyFederalFunds,fiscalYear,integer,int32,,TRUE,,
localEducationAgencyFederalFunds,innovativeDollarsSpent,number,double,,FALSE,,
localEducationAgencyFederalFunds,innovativeDollarsSpentStrategicPriorities,number,double,,FALSE,,
localEducationAgencyFederalFunds,innovativeProgramsFundsReceived,number,double,,FALSE,,
localEducationAgencyFederalFunds,schoolImprovementAllocation,number,double,,FALSE,,
localEducationAgencyFederalFunds,schoolImprovementReservedFundsPercentage,number,double,,FALSE,,
localEducationAgencyFederalFunds,stateAssessmentAdministrationFunding,number,double,,FALSE,,
localEducationAgencyFederalFunds,supplementalEducationalServicesFundsSpent,number,double,,FALSE,,
localEducationAgencyFederalFunds,supplementalEducationalServicesPerPupilExpenditure,number,double,,FALSE,,
localEducationAgencyReference,localEducationAgencyId,integer,int32,,FALSE,,
localEducationAgencyReference,link,,,,FALSE,,#/definitions/link
location,id,string,,,FALSE,,
location,classroomIdentificationCode,string,,60,TRUE,,
location,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
location,maximumNumberOfSeats,integer,int32,,FALSE,,
location,optimalNumberOfSeats,integer,int32,,FALSE,,
location,_etag,string,,,FALSE,,
locationReference,classroomIdentificationCode,string,,60,FALSE,,
locationReference,schoolId,integer,int32,,FALSE,,
locationReference,link,,,,FALSE,,#/definitions/link
objectiveAssessment,id,string,,,FALSE,,
objectiveAssessment,identificationCode,string,,60,TRUE,,
objectiveAssessment,assessmentReference,,,,FALSE,,#/definitions/assessmentReference::assessmentIdentifier:namespace
objectiveAssessment,parentObjectiveAssessmentReference,,,,FALSE,,#/definitions/objectiveAssessmentReference
objectiveAssessment,academicSubjectDescriptor,string,,306,FALSE,,
objectiveAssessment,assessmentItems,array,,,FALSE,{$ref=#/definitions/objectiveAssessmentAssessmentItem},
objectiveAssessment,description,string,,1024,FALSE,,
objectiveAssessment,learningObjectives,array,,,FALSE,{$ref=#/definitions/objectiveAssessmentLearningObjective},
objectiveAssessment,learningStandards,array,,,FALSE,{$ref=#/definitions/objectiveAssessmentLearningStandard},
objectiveAssessment,maxRawScore,number,double,,FALSE,,
objectiveAssessment,nomenclature,string,,35,FALSE,,
objectiveAssessment,percentOfAssessment,number,double,,FALSE,,
objectiveAssessment,performanceLevels,array,,,FALSE,{$ref=#/definitions/objectiveAssessmentPerformanceLevel},
objectiveAssessment,scores,array,,,FALSE,{$ref=#/definitions/objectiveAssessmentScore},
objectiveAssessment,_etag,string,,,FALSE,,
objectiveAssessmentAssessmentItem,assessmentItemReference,,,,FALSE,,#/definitions/assessmentItemReference
objectiveAssessmentLearningObjective,learningObjectiveReference,,,,FALSE,,#/definitions/learningObjectiveReference
objectiveAssessmentLearningStandard,learningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
objectiveAssessmentPerformanceLevel,assessmentReportingMethodDescriptor,string,,306,TRUE,,
objectiveAssessmentPerformanceLevel,performanceLevelDescriptor,string,,306,TRUE,,
objectiveAssessmentPerformanceLevel,resultDatatypeTypeDescriptor,string,,306,FALSE,,
objectiveAssessmentPerformanceLevel,maximumScore,string,,35,FALSE,,
objectiveAssessmentPerformanceLevel,minimumScore,string,,35,FALSE,,
objectiveAssessmentReference,assessmentIdentifier,string,,60,FALSE,,
objectiveAssessmentReference,identificationCode,string,,60,FALSE,,
objectiveAssessmentReference,namespace,string,,255,FALSE,,
objectiveAssessmentReference,link,,,,FALSE,,#/definitions/link
objectiveAssessmentScore,assessmentReportingMethodDescriptor,string,,306,TRUE,,
objectiveAssessmentScore,resultDatatypeTypeDescriptor,string,,306,FALSE,,
objectiveAssessmentScore,maximumScore,string,,35,FALSE,,
objectiveAssessmentScore,minimumScore,string,,35,FALSE,,
openStaffPosition,id,string,,,FALSE,,
openStaffPosition,requisitionNumber,string,,20,TRUE,,
openStaffPosition,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
openStaffPosition,academicSubjects,array,,,FALSE,{$ref=#/definitions/openStaffPositionAcademicSubject},
openStaffPosition,datePosted,string,date,,FALSE,,
openStaffPosition,datePostingRemoved,string,date,,FALSE,,
openStaffPosition,employmentStatusDescriptor,string,,306,FALSE,,
openStaffPosition,instructionalGradeLevels,array,,,FALSE,{$ref=#/definitions/openStaffPositionInstructionalGradeLevel},
openStaffPosition,positionTitle,string,,100,FALSE,,
openStaffPosition,postingResultDescriptor,string,,306,FALSE,,
openStaffPosition,programAssignmentDescriptor,string,,306,FALSE,,
openStaffPosition,staffClassificationDescriptor,string,,306,FALSE,,
openStaffPosition,_etag,string,,,FALSE,,
openStaffPositionAcademicSubject,academicSubjectDescriptor,string,,306,TRUE,,
openStaffPositionInstructionalGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
organizationDepartment,id,string,,,FALSE,,
organizationDepartment,categories,array,,,FALSE,{$ref=#/definitions/educationOrganizationCategory},
organizationDepartment,organizationDepartmentId,integer,int32,,TRUE,,
organizationDepartment,parentEducationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
organizationDepartment,academicSubjectDescriptor,string,,306,FALSE,,
organizationDepartment,addresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationAddress},
organizationDepartment,identificationCodes,array,,,FALSE,{$ref=#/definitions/educationOrganizationIdentificationCode},
organizationDepartment,indicators,array,,,FALSE,{$ref=#/definitions/educationOrganizationIndicator},
organizationDepartment,institutionTelephones,array,,,FALSE,{$ref=#/definitions/educationOrganizationInstitutionTelephone},
organizationDepartment,internationalAddresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationInternationalAddress},
organizationDepartment,nameOfInstitution,string,,75,FALSE,,
organizationDepartment,operationalStatusDescriptor,string,,306,FALSE,,
organizationDepartment,shortNameOfInstitution,string,,75,FALSE,,
organizationDepartment,webSite,string,,255,FALSE,,
organizationDepartment,_etag,string,,,FALSE,,
parent,id,string,,,FALSE,,
parent,parentUniqueId,string,,32,TRUE,,
parent,personReference,,,,FALSE,,#/definitions/personReference::personId:sourceSystemDescriptor
parent,addresses,array,,,FALSE,{$ref=#/definitions/parentAddress},
parent,electronicMails,array,,,FALSE,{$ref=#/definitions/parentElectronicMail},
parent,firstName,string,,75,FALSE,,
parent,generationCodeSuffix,string,,10,FALSE,,
parent,highestCompletedLevelOfEducationDescriptor,string,,306,FALSE,,
parent,internationalAddresses,array,,,FALSE,{$ref=#/definitions/parentInternationalAddress},
parent,languages,array,,,FALSE,{$ref=#/definitions/parentLanguage},
parent,lastSurname,string,,75,FALSE,,
parent,loginId,string,,60,FALSE,,
parent,maidenName,string,,75,FALSE,,
parent,middleName,string,,75,FALSE,,
parent,otherNames,array,,,FALSE,{$ref=#/definitions/parentOtherName},
parent,personalIdentificationDocuments,array,,,FALSE,{$ref=#/definitions/parentPersonalIdentificationDocument},
parent,personalTitlePrefix,string,,30,FALSE,,
parent,sexDescriptor,string,,306,FALSE,,
parent,telephones,array,,,FALSE,{$ref=#/definitions/parentTelephone},
parent,_etag,string,,,FALSE,,
parentAddress,addressTypeDescriptor,string,,306,TRUE,,
parentAddress,stateAbbreviationDescriptor,string,,306,TRUE,,
parentAddress,city,string,,30,TRUE,,
parentAddress,postalCode,string,,17,TRUE,,
parentAddress,streetNumberName,string,,150,TRUE,,
parentAddress,localeDescriptor,string,,306,FALSE,,
parentAddress,apartmentRoomSuiteNumber,string,,50,FALSE,,
parentAddress,buildingSiteNumber,string,,20,FALSE,,
parentAddress,congressionalDistrict,string,,30,FALSE,,
parentAddress,countyFIPSCode,string,,5,FALSE,,
parentAddress,doNotPublishIndicator,boolean,,,FALSE,,
parentAddress,latitude,string,,20,FALSE,,
parentAddress,longitude,string,,20,FALSE,,
parentAddress,nameOfCounty,string,,30,FALSE,,
parentAddress,periods,array,,,FALSE,{$ref=#/definitions/parentAddressPeriod},
parentAddressPeriod,beginDate,string,date,,TRUE,,
parentAddressPeriod,endDate,string,date,,FALSE,,
parentElectronicMail,electronicMailTypeDescriptor,string,,306,TRUE,,
parentElectronicMail,electronicMailAddress,string,,128,TRUE,,
parentElectronicMail,doNotPublishIndicator,boolean,,,FALSE,,
parentElectronicMail,primaryEmailAddressIndicator,boolean,,,FALSE,,
parentInternationalAddress,addressTypeDescriptor,string,,306,TRUE,,
parentInternationalAddress,countryDescriptor,string,,306,FALSE,,
parentInternationalAddress,addressLine1,string,,150,FALSE,,
parentInternationalAddress,addressLine2,string,,150,FALSE,,
parentInternationalAddress,addressLine3,string,,150,FALSE,,
parentInternationalAddress,addressLine4,string,,150,FALSE,,
parentInternationalAddress,beginDate,string,date,,FALSE,,
parentInternationalAddress,endDate,string,date,,FALSE,,
parentInternationalAddress,latitude,string,,20,FALSE,,
parentInternationalAddress,longitude,string,,20,FALSE,,
parentLanguage,languageDescriptor,string,,306,TRUE,,
parentLanguage,uses,array,,,FALSE,{$ref=#/definitions/parentLanguageUse},
parentLanguageUse,languageUseDescriptor,string,,306,TRUE,,
parentOtherName,otherNameTypeDescriptor,string,,306,TRUE,,
parentOtherName,firstName,string,,75,FALSE,,
parentOtherName,generationCodeSuffix,string,,10,FALSE,,
parentOtherName,lastSurname,string,,75,FALSE,,
parentOtherName,middleName,string,,75,FALSE,,
parentOtherName,personalTitlePrefix,string,,30,FALSE,,
parentPersonalIdentificationDocument,identificationDocumentUseDescriptor,string,,306,TRUE,,
parentPersonalIdentificationDocument,personalInformationVerificationDescriptor,string,,306,TRUE,,
parentPersonalIdentificationDocument,issuerCountryDescriptor,string,,306,FALSE,,
parentPersonalIdentificationDocument,documentExpirationDate,string,date,,FALSE,,
parentPersonalIdentificationDocument,documentTitle,string,,60,FALSE,,
parentPersonalIdentificationDocument,issuerDocumentIdentificationCode,string,,60,FALSE,,
parentPersonalIdentificationDocument,issuerName,string,,150,FALSE,,
parentReference,parentUniqueId,string,,32,FALSE,,
parentReference,link,,,,FALSE,,#/definitions/link
parentTelephone,telephoneNumberTypeDescriptor,string,,306,TRUE,,
parentTelephone,telephoneNumber,string,,24,TRUE,,
parentTelephone,doNotPublishIndicator,boolean,,,FALSE,,
parentTelephone,orderOfPriority,integer,int32,,FALSE,,
parentTelephone,textMessageCapabilityIndicator,boolean,,,FALSE,,
payroll,id,string,,,FALSE,,
payroll,asOfDate,string,date,,TRUE,,
payroll,accountReference,,,,FALSE,,#/definitions/accountReference::educationOrganizationId:accountIdentifier:fiscalYear
payroll,staffReference,,,,FALSE,,#/definitions/staffReference::staffUniqueId
payroll,amountToDate,number,double,,FALSE,,
payroll,_etag,string,,,FALSE,,
person,id,string,,,FALSE,,
