table_name,column_name,type,format,maxLength,x-Ed-Fi-isIdentity,items,$ref
credentialExtensions,TPDM,,,,FALSE,,#/definitions/credentialExtension
deletedResource,id,string,,,FALSE,,
deletedResource,changeVersion,number,,,FALSE,,
academicWeek,id,string,,,FALSE,,
academicWeek,weekIdentifier,string,,80,TRUE,,
academicWeek,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
academicWeek,beginDate,string,date,,FALSE,,
academicWeek,endDate,string,date,,FALSE,,
academicWeek,totalInstructionalDays,integer,int32,,FALSE,,
academicWeek,_etag,string,,,FALSE,,
academicWeekReference,schoolId,integer,int32,,FALSE,,
academicWeekReference,weekIdentifier,string,,80,FALSE,,
academicWeekReference,link,,,,FALSE,,#/definitions/link
account,id,string,,,FALSE,,
account,accountCodes,array,,,FALSE,{$ref=#/definitions/accountAccountCode},
account,accountIdentifier,string,,50,TRUE,,
account,fiscalYear,integer,int32,,TRUE,,
account,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
account,accountName,string,,100,FALSE,,
account,_etag,string,,,FALSE,,
accountabilityRating,id,string,,,FALSE,,
accountabilityRating,ratingTitle,string,,60,TRUE,,
accountabilityRating,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
accountabilityRating,schoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference::schoolYear
accountabilityRating,rating,string,,35,FALSE,,
accountabilityRating,ratingDate,string,date,,FALSE,,
accountabilityRating,ratingOrganization,string,,35,FALSE,,
accountabilityRating,ratingProgram,string,,30,FALSE,,
accountabilityRating,_etag,string,,,FALSE,,
accountAccountCode,accountCodeReference,,,,FALSE,,#/definitions/accountCodeReference
accountCode,id,string,,,FALSE,,
accountCode,accountClassificationDescriptor,string,,306,TRUE,,
accountCode,accountCodeNumber,string,,50,TRUE,,
accountCode,fiscalYear,integer,int32,,TRUE,,
accountCode,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
accountCode,accountCodeDescription,string,,1024,FALSE,,
accountCode,_etag,string,,,FALSE,,
accountCodeReference,accountClassificationDescriptor,string,,306,FALSE,,
accountCodeReference,accountCodeNumber,string,,50,FALSE,,
accountCodeReference,educationOrganizationId,integer,int32,,FALSE,,
accountCodeReference,fiscalYear,integer,int32,,FALSE,,
accountCodeReference,link,,,,FALSE,,#/definitions/link
accountReference,accountIdentifier,string,,50,FALSE,,
accountReference,educationOrganizationId,integer,int32,,FALSE,,
accountReference,fiscalYear,integer,int32,,FALSE,,
accountReference,link,,,,FALSE,,#/definitions/link
actual,id,string,,,FALSE,,
actual,asOfDate,string,date,,TRUE,,
actual,accountReference,,,,FALSE,,#/definitions/accountReference::educationOrganizationId:accountIdentifier:fiscalYear
actual,amountToDate,number,double,,FALSE,,
actual,_etag,string,,,FALSE,,
assessment,id,string,,,FALSE,,
assessment,academicSubjects,array,,,FALSE,{$ref=#/definitions/assessmentAcademicSubject},
assessment,assessmentIdentifier,string,,60,TRUE,,
assessment,namespace,string,,255,TRUE,,
assessment,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
assessment,adaptiveAssessment,boolean,,,FALSE,,
assessment,assessedGradeLevels,array,,,FALSE,{$ref=#/definitions/assessmentAssessedGradeLevel},
assessment,assessmentCategoryDescriptor,string,,306,FALSE,,
assessment,assessmentFamily,string,,60,FALSE,,
assessment,assessmentForm,string,,60,FALSE,,
assessment,assessmentTitle,string,,100,FALSE,,
assessment,assessmentVersion,integer,int32,,FALSE,,
assessment,contentStandard,,,,FALSE,,#/definitions/assessmentContentStandard
assessment,identificationCodes,array,,,FALSE,{$ref=#/definitions/assessmentIdentificationCode},
assessment,languages,array,,,FALSE,{$ref=#/definitions/assessmentLanguage},
assessment,maxRawScore,number,double,,FALSE,,
assessment,nomenclature,string,,35,FALSE,,
assessment,performanceLevels,array,,,FALSE,{$ref=#/definitions/assessmentPerformanceLevel},
assessment,period,,,,FALSE,,#/definitions/assessmentPeriod
assessment,platformTypes,array,,,FALSE,{$ref=#/definitions/assessmentPlatformType},
assessment,programs,array,,,FALSE,{$ref=#/definitions/assessmentProgram},
assessment,revisionDate,string,date,,FALSE,,
assessment,scores,array,,,FALSE,{$ref=#/definitions/assessmentScore},
assessment,sections,array,,,FALSE,{$ref=#/definitions/assessmentSection},
assessment,_etag,string,,,FALSE,,
assessmentAcademicSubject,academicSubjectDescriptor,string,,306,TRUE,,
assessmentAssessedGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
assessmentContentStandard,publicationStatusDescriptor,string,,306,FALSE,,
assessmentContentStandard,beginDate,string,date,,FALSE,,
assessmentContentStandard,endDate,string,date,,FALSE,,
assessmentContentStandard,publicationDate,string,date,,FALSE,,
assessmentContentStandard,publicationYear,integer,int32,,FALSE,,
assessmentContentStandard,title,string,,75,FALSE,,
assessmentContentStandard,uri,string,,255,FALSE,,
assessmentContentStandard,version,string,,50,FALSE,,
assessmentContentStandard,mandatingEducationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
assessmentContentStandard,authors,array,,,FALSE,{$ref=#/definitions/assessmentContentStandardAuthor},
assessmentContentStandardAuthor,author,string,,100,TRUE,,
assessmentIdentificationCode,assessmentIdentificationSystemDescriptor,string,,306,TRUE,,
assessmentIdentificationCode,assigningOrganizationIdentificationCode,string,,60,FALSE,,
assessmentIdentificationCode,identificationCode,string,,60,FALSE,,
assessmentItem,id,string,,,FALSE,,
assessmentItem,identificationCode,string,,60,TRUE,,
assessmentItem,assessmentReference,,,,FALSE,,#/definitions/assessmentReference::assessmentIdentifier:namespace
assessmentItem,assessmentItemCategoryDescriptor,string,,306,FALSE,,
assessmentItem,assessmentItemURI,string,,255,FALSE,,
assessmentItem,correctResponse,string,,20,FALSE,,
assessmentItem,expectedTimeAssessed,string,,30,FALSE,,
assessmentItem,itemText,string,,1024,FALSE,,
assessmentItem,learningStandards,array,,,FALSE,{$ref=#/definitions/assessmentItemLearningStandard},
assessmentItem,maxRawScore,number,double,,FALSE,,
assessmentItem,nomenclature,string,,35,FALSE,,
assessmentItem,possibleResponses,array,,,FALSE,{$ref=#/definitions/assessmentItemPossibleResponse},
assessmentItem,_etag,string,,,FALSE,,
assessmentItemLearningStandard,learningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
assessmentItemPossibleResponse,responseValue,string,,60,TRUE,,
assessmentItemPossibleResponse,correctResponse,boolean,,,FALSE,,
assessmentItemPossibleResponse,responseDescription,string,,1024,FALSE,,
assessmentItemReference,assessmentIdentifier,string,,60,FALSE,,
assessmentItemReference,identificationCode,string,,60,FALSE,,
assessmentItemReference,namespace,string,,255,FALSE,,
assessmentItemReference,link,,,,FALSE,,#/definitions/link
assessmentLanguage,languageDescriptor,string,,306,TRUE,,
assessmentPerformanceLevel,assessmentReportingMethodDescriptor,string,,306,TRUE,,
assessmentPerformanceLevel,performanceLevelDescriptor,string,,306,TRUE,,
assessmentPerformanceLevel,resultDatatypeTypeDescriptor,string,,306,FALSE,,
assessmentPerformanceLevel,maximumScore,string,,35,FALSE,,
assessmentPerformanceLevel,minimumScore,string,,35,FALSE,,
assessmentPeriod,assessmentPeriodDescriptor,string,,306,FALSE,,
assessmentPeriod,beginDate,string,date,,FALSE,,
assessmentPeriod,endDate,string,date,,FALSE,,
assessmentPlatformType,platformTypeDescriptor,string,,306,TRUE,,
assessmentProgram,programReference,,,,FALSE,,#/definitions/programReference
assessmentReference,assessmentIdentifier,string,,60,FALSE,,
assessmentReference,namespace,string,,255,FALSE,,
assessmentReference,link,,,,FALSE,,#/definitions/link
assessmentScore,assessmentReportingMethodDescriptor,string,,306,TRUE,,
assessmentScore,resultDatatypeTypeDescriptor,string,,306,FALSE,,
assessmentScore,maximumScore,string,,35,FALSE,,
assessmentScore,minimumScore,string,,35,FALSE,,
assessmentScoreRangeLearningStandard,id,string,,,FALSE,,
assessmentScoreRangeLearningStandard,learningStandards,array,,,FALSE,{$ref=#/definitions/assessmentScoreRangeLearningStandardLearningStandard},
assessmentScoreRangeLearningStandard,scoreRangeId,string,,60,TRUE,,
assessmentScoreRangeLearningStandard,assessmentReference,,,,FALSE,,#/definitions/assessmentReference::assessmentIdentifier:namespace
assessmentScoreRangeLearningStandard,objectiveAssessmentReference,,,,FALSE,,#/definitions/objectiveAssessmentReference
assessmentScoreRangeLearningStandard,assessmentReportingMethodDescriptor,string,,306,FALSE,,
assessmentScoreRangeLearningStandard,maximumScore,string,,35,FALSE,,
assessmentScoreRangeLearningStandard,minimumScore,string,,35,FALSE,,
assessmentScoreRangeLearningStandard,_etag,string,,,FALSE,,
assessmentScoreRangeLearningStandardLearningStandard,learningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
assessmentSection,sectionReference,,,,FALSE,,#/definitions/sectionReference
bellSchedule,id,string,,,FALSE,,
bellSchedule,bellScheduleName,string,,60,TRUE,,
bellSchedule,classPeriods,array,,,FALSE,{$ref=#/definitions/bellScheduleClassPeriod},
bellSchedule,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
bellSchedule,alternateDayName,string,,20,FALSE,,
bellSchedule,dates,array,,,FALSE,{$ref=#/definitions/bellScheduleDate},
bellSchedule,endTime,string,,,FALSE,,
bellSchedule,gradeLevels,array,,,FALSE,{$ref=#/definitions/bellScheduleGradeLevel},
bellSchedule,startTime,string,,,FALSE,,
bellSchedule,totalInstructionalTime,integer,int32,,FALSE,,
bellSchedule,_etag,string,,,FALSE,,
bellScheduleClassPeriod,classPeriodReference,,,,FALSE,,#/definitions/classPeriodReference
bellScheduleDate,date,string,date,,TRUE,,
bellScheduleGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
budget,id,string,,,FALSE,,
budget,asOfDate,string,date,,TRUE,,
budget,accountReference,,,,FALSE,,#/definitions/accountReference
budget,amount,number,double,,FALSE,,
budget,_etag,string,,,FALSE,,
calendar,id,string,,,FALSE,,
calendar,calendarCode,string,,60,TRUE,,
calendar,schoolReference,,,,FALSE,,#/definitions/schoolReference
calendar,schoolYearTypeReference,,,,FALSE,,#/definitions/schoolYearTypeReference::schoolYear
calendar,calendarTypeDescriptor,string,,306,FALSE,,
calendar,gradeLevels,array,,,FALSE,{$ref=#/definitions/calendarGradeLevel},
calendar,_etag,string,,,FALSE,,
calendarDate,id,string,,,FALSE,,
calendarDate,calendarEvents,array,,,FALSE,{$ref=#/definitions/calendarDateCalendarEvent},
calendarDate,date,string,date,,TRUE,,
calendarDate,calendarReference,,,,FALSE,,#/definitions/calendarReference::calendarCode:schoolId:schoolYear
calendarDate,_etag,string,,,FALSE,,
calendarDateCalendarEvent,calendarEventDescriptor,string,,306,TRUE,,
calendarDateReference,calendarCode,string,,60,FALSE,,
calendarDateReference,date,string,date,,FALSE,,
calendarDateReference,schoolId,integer,int32,,FALSE,,
calendarDateReference,schoolYear,integer,int32,,FALSE,,
calendarDateReference,link,,,,FALSE,,#/definitions/link
calendarGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
calendarReference,calendarCode,string,,60,FALSE,,
calendarReference,schoolId,integer,int32,,FALSE,,
calendarReference,schoolYear,integer,int32,,FALSE,,
calendarReference,link,,,,FALSE,,#/definitions/link
classPeriod,id,string,,,FALSE,,
classPeriod,classPeriodName,string,,60,TRUE,,
classPeriod,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
classPeriod,meetingTimes,array,,,FALSE,{$ref=#/definitions/classPeriodMeetingTime},
classPeriod,officialAttendancePeriod,boolean,,,FALSE,,
classPeriod,_etag,string,,,FALSE,,
classPeriodMeetingTime,endTime,string,,,TRUE,,
classPeriodMeetingTime,startTime,string,,,TRUE,,
classPeriodReference,classPeriodName,string,,60,FALSE,,
classPeriodReference,schoolId,integer,int32,,FALSE,,
classPeriodReference,link,,,,FALSE,,#/definitions/link
cohort,id,string,,,FALSE,,
cohort,cohortIdentifier,string,,20,TRUE,,
cohort,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
cohort,academicSubjectDescriptor,string,,306,FALSE,,
cohort,cohortDescription,string,,1024,FALSE,,
cohort,cohortScopeDescriptor,string,,306,FALSE,,
cohort,cohortTypeDescriptor,string,,306,FALSE,,
cohort,programs,array,,,FALSE,{$ref=#/definitions/cohortProgram},
cohort,_etag,string,,,FALSE,,
cohortProgram,programReference,,,,FALSE,,#/definitions/programReference::educationOrganizationId:programName:programTypeDescriptor
cohortReference,cohortIdentifier,string,,20,FALSE,,
cohortReference,educationOrganizationId,integer,int32,,FALSE,,
cohortReference,link,,,,FALSE,,#/definitions/link
communityOrganization,id,string,,,FALSE,,
communityOrganization,categories,array,,,FALSE,{$ref=#/definitions/educationOrganizationCategory},
communityOrganization,communityOrganizationId,integer,int32,,TRUE,,
communityOrganization,addresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationAddress},
communityOrganization,identificationCodes,array,,,FALSE,{$ref=#/definitions/educationOrganizationIdentificationCode},
communityOrganization,indicators,array,,,FALSE,{$ref=#/definitions/educationOrganizationIndicator},
communityOrganization,institutionTelephones,array,,,FALSE,{$ref=#/definitions/educationOrganizationInstitutionTelephone},
communityOrganization,internationalAddresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationInternationalAddress},
communityOrganization,nameOfInstitution,string,,75,FALSE,,
communityOrganization,operationalStatusDescriptor,string,,306,FALSE,,
communityOrganization,shortNameOfInstitution,string,,75,FALSE,,
communityOrganization,webSite,string,,255,FALSE,,
communityOrganization,_etag,string,,,FALSE,,
communityOrganizationReference,communityOrganizationId,integer,int32,,FALSE,,
communityOrganizationReference,link,,,,FALSE,,#/definitions/link
communityProvider,id,string,,,FALSE,,
communityProvider,categories,array,,,FALSE,{$ref=#/definitions/educationOrganizationCategory},
communityProvider,communityProviderId,integer,int32,,TRUE,,
communityProvider,communityOrganizationReference,,,,FALSE,,#/definitions/communityOrganizationReference::communityOrganizationId
communityProvider,addresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationAddress},
communityProvider,identificationCodes,array,,,FALSE,{$ref=#/definitions/educationOrganizationIdentificationCode},
communityProvider,indicators,array,,,FALSE,{$ref=#/definitions/educationOrganizationIndicator},
communityProvider,institutionTelephones,array,,,FALSE,{$ref=#/definitions/educationOrganizationInstitutionTelephone},
communityProvider,internationalAddresses,array,,,FALSE,{$ref=#/definitions/educationOrganizationInternationalAddress},
communityProvider,licenseExemptIndicator,boolean,,,FALSE,,
communityProvider,nameOfInstitution,string,,75,FALSE,,
communityProvider,operationalStatusDescriptor,string,,306,FALSE,,
communityProvider,providerCategoryDescriptor,string,,306,FALSE,,
communityProvider,providerProfitabilityDescriptor,string,,306,FALSE,,
communityProvider,providerStatusDescriptor,string,,306,FALSE,,
communityProvider,schoolIndicator,boolean,,,FALSE,,
communityProvider,shortNameOfInstitution,string,,75,FALSE,,
communityProvider,webSite,string,,255,FALSE,,
communityProvider,_etag,string,,,FALSE,,
communityProviderLicense,id,string,,,FALSE,,
communityProviderLicense,licenseIdentifier,string,,20,TRUE,,
communityProviderLicense,licensingOrganization,string,,75,TRUE,,
communityProviderLicense,communityProviderReference,,,,FALSE,,#/definitions/communityProviderReference::communityProviderId
communityProviderLicense,authorizedFacilityCapacity,integer,int32,,FALSE,,
communityProviderLicense,licenseEffectiveDate,string,date,,FALSE,,
communityProviderLicense,licenseExpirationDate,string,date,,FALSE,,
communityProviderLicense,licenseIssueDate,string,date,,FALSE,,
communityProviderLicense,licenseStatusDescriptor,string,,306,FALSE,,
communityProviderLicense,licenseTypeDescriptor,string,,306,FALSE,,
communityProviderLicense,oldestAgeAuthorizedToServe,integer,int32,,FALSE,,
communityProviderLicense,youngestAgeAuthorizedToServe,integer,int32,,FALSE,,
communityProviderLicense,_etag,string,,,FALSE,,
communityProviderReference,communityProviderId,integer,int32,,FALSE,,
communityProviderReference,link,,,,FALSE,,#/definitions/link
competencyObjective,id,string,,,FALSE,,
competencyObjective,objective,string,,60,TRUE,,
competencyObjective,objectiveGradeLevelDescriptor,string,,306,TRUE,,
competencyObjective,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
competencyObjective,competencyObjectiveId,string,,60,FALSE,,
competencyObjective,description,string,,1024,FALSE,,
competencyObjective,successCriteria,string,,150,FALSE,,
competencyObjective,_etag,string,,,FALSE,,
competencyObjectiveReference,educationOrganizationId,integer,int32,,FALSE,,
competencyObjectiveReference,objective,string,,60,FALSE,,
competencyObjectiveReference,objectiveGradeLevelDescriptor,string,,306,FALSE,,
competencyObjectiveReference,link,,,,FALSE,,#/definitions/link
contractedStaff,id,string,,,FALSE,,
contractedStaff,asOfDate,string,date,,TRUE,,
contractedStaff,accountReference,,,,FALSE,,#/definitions/accountReference::educationOrganizationId:accountIdentifier:fiscalYear
contractedStaff,staffReference,,,,FALSE,,#/definitions/staffReference::staffUniqueId
contractedStaff,amountToDate,number,double,,FALSE,,
contractedStaff,_etag,string,,,FALSE,,
course,id,string,,,FALSE,,
course,courseCode,string,,60,TRUE,,
course,identificationCodes,array,,,FALSE,{$ref=#/definitions/courseIdentificationCode},
course,educationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference::educationOrganizationId
course,academicSubjectDescriptor,string,,306,FALSE,,
course,careerPathwayDescriptor,string,,306,FALSE,,
course,competencyLevels,array,,,FALSE,{$ref=#/definitions/courseCompetencyLevel},
course,courseDefinedByDescriptor,string,,306,FALSE,,
course,courseDescription,string,,1024,FALSE,,
course,courseGPAApplicabilityDescriptor,string,,306,FALSE,,
course,courseTitle,string,,60,FALSE,,
course,dateCourseAdopted,string,date,,FALSE,,
course,highSchoolCourseRequirement,boolean,,,FALSE,,
course,learningObjectives,array,,,FALSE,{$ref=#/definitions/courseLearningObjective},
course,learningStandards,array,,,FALSE,{$ref=#/definitions/courseLearningStandard},
course,levelCharacteristics,array,,,FALSE,{$ref=#/definitions/courseLevelCharacteristic},
course,maxCompletionsForCredit,integer,int32,,FALSE,,
course,maximumAvailableCreditConversion,number,double,,FALSE,,
course,maximumAvailableCredits,number,double,,FALSE,,
course,maximumAvailableCreditTypeDescriptor,string,,306,FALSE,,
course,minimumAvailableCreditConversion,number,double,,FALSE,,
course,minimumAvailableCredits,number,double,,FALSE,,
course,minimumAvailableCreditTypeDescriptor,string,,306,FALSE,,
course,numberOfParts,integer,int32,,FALSE,,
course,offeredGradeLevels,array,,,FALSE,{$ref=#/definitions/courseOfferedGradeLevel},
course,timeRequiredForCompletion,integer,int32,,FALSE,,
course,_etag,string,,,FALSE,,
courseCompetencyLevel,competencyLevelDescriptor,string,,306,TRUE,,
courseIdentificationCode,courseIdentificationSystemDescriptor,string,,306,TRUE,,
courseIdentificationCode,assigningOrganizationIdentificationCode,string,,60,FALSE,,
courseIdentificationCode,courseCatalogURL,string,,255,FALSE,,
courseIdentificationCode,identificationCode,string,,60,FALSE,,
courseLearningObjective,learningObjectiveReference,,,,FALSE,,#/definitions/learningObjectiveReference
courseLearningStandard,learningStandardReference,,,,FALSE,,#/definitions/learningStandardReference
courseLevelCharacteristic,courseLevelCharacteristicDescriptor,string,,306,TRUE,,
courseOfferedGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
courseOffering,id,string,,,FALSE,,
courseOffering,localCourseCode,string,,60,TRUE,,
courseOffering,courseReference,,,,FALSE,,#/definitions/courseReference::educationOrganizationId:courseCode
courseOffering,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
courseOffering,sessionReference,,,,FALSE,,#/definitions/sessionReference::sessionName:schoolYear:schoolId
courseOffering,courseLevelCharacteristics,array,,,FALSE,{$ref=#/definitions/courseOfferingCourseLevelCharacteristic},
courseOffering,curriculumUseds,array,,,FALSE,{$ref=#/definitions/courseOfferingCurriculumUsed},
courseOffering,instructionalTimePlanned,integer,int32,,FALSE,,
courseOffering,localCourseTitle,string,,60,FALSE,,
courseOffering,offeredGradeLevels,array,,,FALSE,{$ref=#/definitions/courseOfferingOfferedGradeLevel},
courseOffering,_etag,string,,,FALSE,,
courseOfferingCourseLevelCharacteristic,courseLevelCharacteristicDescriptor,string,,306,TRUE,,
courseOfferingCurriculumUsed,curriculumUsedDescriptor,string,,306,TRUE,,
courseOfferingOfferedGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
courseOfferingReference,localCourseCode,string,,60,FALSE,,
courseOfferingReference,schoolId,integer,int32,,FALSE,,
courseOfferingReference,schoolYear,integer,int32,,FALSE,,
courseOfferingReference,sessionName,string,,60,FALSE,,
courseOfferingReference,link,,,,FALSE,,#/definitions/link
courseReference,courseCode,string,,60,FALSE,,
courseReference,educationOrganizationId,integer,int32,,FALSE,,
courseReference,link,,,,FALSE,,#/definitions/link
courseTranscript,id,string,,,FALSE,,
courseTranscript,courseAttemptResultDescriptor,string,,306,TRUE,,
courseTranscript,courseReference,,,,FALSE,,#/definitions/courseReference::educationOrganizationId:courseCode
courseTranscript,externalEducationOrganizationReference,,,,FALSE,,#/definitions/educationOrganizationReference
courseTranscript,studentAcademicRecordReference,,,,FALSE,,#/definitions/studentAcademicRecordReference
courseTranscript,academicSubjects,array,,,FALSE,{$ref=#/definitions/courseTranscriptAcademicSubject},
courseTranscript,alternativeCourseCode,string,,60,FALSE,,
courseTranscript,alternativeCourseIdentificationCodes,array,,,FALSE,{$ref=#/definitions/courseTranscriptAlternativeCourseIdentificationCode},
courseTranscript,alternativeCourseTitle,string,,60,FALSE,,
courseTranscript,assigningOrganizationIdentificationCode,string,,60,FALSE,,
courseTranscript,attemptedCreditConversion,number,double,,FALSE,,
courseTranscript,attemptedCredits,number,double,,FALSE,,
courseTranscript,attemptedCreditTypeDescriptor,string,,306,FALSE,,
courseTranscript,courseCatalogURL,string,,255,FALSE,,
courseTranscript,courseRepeatCodeDescriptor,string,,306,FALSE,,
courseTranscript,courseTitle,string,,60,FALSE,,
courseTranscript,creditCategories,array,,,FALSE,{$ref=#/definitions/courseTranscriptCreditCategory},
courseTranscript,earnedAdditionalCredits,array,,,FALSE,{$ref=#/definitions/courseTranscriptEarnedAdditionalCredits},
courseTranscript,earnedCreditConversion,number,double,,FALSE,,
courseTranscript,earnedCredits,number,double,,FALSE,,
courseTranscript,earnedCreditTypeDescriptor,string,,306,FALSE,,
courseTranscript,externalEducationOrganizationNameOfInstitution,string,,75,FALSE,,
courseTranscript,finalLetterGradeEarned,string,,20,FALSE,,
courseTranscript,finalNumericGradeEarned,number,double,,FALSE,,
courseTranscript,methodCreditEarnedDescriptor,string,,306,FALSE,,
courseTranscript,partialCourseTranscriptAwards,array,,,FALSE,{$ref=#/definitions/courseTranscriptPartialCourseTranscriptAwards},
courseTranscript,whenTakenGradeLevelDescriptor,string,,306,FALSE,,
courseTranscript,_etag,string,,,FALSE,,
courseTranscriptAcademicSubject,academicSubjectDescriptor,string,,306,TRUE,,
courseTranscriptAlternativeCourseIdentificationCode,courseIdentificationSystemDescriptor,string,,306,TRUE,,
courseTranscriptAlternativeCourseIdentificationCode,assigningOrganizationIdentificationCode,string,,60,FALSE,,
courseTranscriptAlternativeCourseIdentificationCode,courseCatalogURL,string,,255,FALSE,,
courseTranscriptAlternativeCourseIdentificationCode,identificationCode,string,,60,FALSE,,
courseTranscriptCreditCategory,creditCategoryDescriptor,string,,306,TRUE,,
courseTranscriptEarnedAdditionalCredits,additionalCreditTypeDescriptor,string,,306,TRUE,,
courseTranscriptEarnedAdditionalCredits,credits,number,double,,FALSE,,
courseTranscriptPartialCourseTranscriptAwards,awardDate,string,date,,TRUE,,
courseTranscriptPartialCourseTranscriptAwards,methodCreditEarnedDescriptor,string,,306,FALSE,,
courseTranscriptPartialCourseTranscriptAwards,earnedCredits,number,double,,FALSE,,
courseTranscriptPartialCourseTranscriptAwards,letterGradeEarned,string,,20,FALSE,,
courseTranscriptPartialCourseTranscriptAwards,numericGradeEarned,string,,20,FALSE,,
credential,id,string,,,FALSE,,
credential,credentialIdentifier,string,,60,TRUE,,
credential,stateOfIssueStateAbbreviationDescriptor,string,,306,TRUE,,
credential,academicSubjects,array,,,FALSE,{$ref=#/definitions/credentialAcademicSubject},
credential,credentialFieldDescriptor,string,,306,FALSE,,
credential,credentialTypeDescriptor,string,,306,FALSE,,
credential,effectiveDate,string,date,,FALSE,,
credential,endorsements,array,,,FALSE,{$ref=#/definitions/credentialEndorsement},
credential,expirationDate,string,date,,FALSE,,
credential,gradeLevels,array,,,FALSE,{$ref=#/definitions/credentialGradeLevel},
credential,issuanceDate,string,date,,FALSE,,
credential,namespace,string,,255,FALSE,,
credential,teachingCredentialBasisDescriptor,string,,306,FALSE,,
credential,teachingCredentialDescriptor,string,,306,FALSE,,
credential,_etag,string,,,FALSE,,
credential,_ext,,,,FALSE,,#/definitions/credentialExtensions
credentialAcademicSubject,academicSubjectDescriptor,string,,306,TRUE,,
credentialEndorsement,credentialEndorsement,string,,255,TRUE,,
credentialGradeLevel,gradeLevelDescriptor,string,,306,TRUE,,
credentialReference,credentialIdentifier,string,,60,FALSE,,
credentialReference,stateOfIssueStateAbbreviationDescriptor,string,,306,FALSE,,
credentialReference,link,,,,FALSE,,#/definitions/link
disciplineAction,id,string,,,FALSE,,
disciplineAction,disciplineActionIdentifier,string,,20,TRUE,,
disciplineAction,disciplineDate,string,date,,TRUE,,
disciplineAction,disciplines,array,,,FALSE,{$ref=#/definitions/disciplineActionDiscipline},
disciplineAction,studentDisciplineIncidentAssociations,array,,,FALSE,{$ref=#/definitions/disciplineActionStudentDisciplineIncidentAssociation},
disciplineAction,assignmentSchoolReference,,,,FALSE,,#/definitions/schoolReference
disciplineAction,responsibilitySchoolReference,,,,FALSE,,#/definitions/schoolReference
disciplineAction,studentReference,,,,FALSE,,#/definitions/studentReference::studentUniqueId
disciplineAction,actualDisciplineActionLength,number,double,,FALSE,,
disciplineAction,disciplineActionLength,number,double,,FALSE,,
disciplineAction,disciplineActionLengthDifferenceReasonDescriptor,string,,306,FALSE,,
disciplineAction,iepPlacementMeetingIndicator,boolean,,,FALSE,,
disciplineAction,receivedEducationServicesDuringExpulsion,boolean,,,FALSE,,
disciplineAction,relatedToZeroTolerancePolicy,boolean,,,FALSE,,
disciplineAction,staffs,array,,,FALSE,{$ref=#/definitions/disciplineActionStaff},
disciplineAction,studentDisciplineIncidentBehaviorAssociations,array,,,FALSE,{$ref=#/definitions/disciplineActionStudentDisciplineIncidentBehaviorAssociation},
disciplineAction,_etag,string,,,FALSE,,
disciplineActionDiscipline,disciplineDescriptor,string,,306,TRUE,,
disciplineActionStaff,staffReference,,,,FALSE,,#/definitions/staffReference
disciplineActionStudentDisciplineIncidentAssociation,studentDisciplineIncidentAssociationReference,,,,FALSE,,#/definitions/studentDisciplineIncidentAssociationReference
disciplineActionStudentDisciplineIncidentBehaviorAssociation,studentDisciplineIncidentBehaviorAssociationReference,,,,FALSE,,#/definitions/studentDisciplineIncidentBehaviorAssociationReference
disciplineIncident,id,string,,,FALSE,,
disciplineIncident,incidentIdentifier,string,,20,TRUE,,
disciplineIncident,schoolReference,,,,FALSE,,#/definitions/schoolReference::schoolId
disciplineIncident,staffReference,,,,FALSE,,#/definitions/staffReference::staffUniqueId
disciplineIncident,behaviors,array,,,FALSE,{$ref=#/definitions/disciplineIncidentBehavior},
disciplineIncident,caseNumber,string,,20,FALSE,,
disciplineIncident,externalParticipants,array,,,FALSE,{$ref=#/definitions/disciplineIncidentExternalParticipant},
disciplineIncident,incidentCost,number,double,,FALSE,,
disciplineIncident,incidentDate,string,date,,FALSE,,
disciplineIncident,incidentDescription,string,,1024,FALSE,,
disciplineIncident,incidentLocationDescriptor,string,,306,FALSE,,
disciplineIncident,incidentTime,string,,,FALSE,,
